normalized_brand,legacy_primary_brand,primary_brand,brand_entity_raw,brand_entity_source,brand_alias_source,brand_alias_review_status,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,proposed_mapping_source,proposed_review_note,proposed_matched_mapping_brand,company_mapping_would_change,normalized_brand_is_top9_portfolio,product_count,example_product_names,example_off_brands_raw
world food,world food,world food,world food,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Jus De Citron Mayanne,",World Food
world food,world food,world food,world food,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"World food, wasabi peas travel snack",World Food
world foods products inc,world foods products inc,world foods products inc,world foods products inc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Apple Granola & More,World Foods Products Inc.
world foods products inc,world foods products inc,world foods products inc,world foods products inc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yogurt Pretzels,World Foods Products Inc.
world menu,world menu,world menu,world menu,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Grated Italian Hard Cheese,World Menu
world of sweets,world of sweets,world of sweets,world of sweets,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Candy realms candy watches and necklaces,World of sweets
world table,world table,world table,world table,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chocolate caramel cookie thins,World Table
world waters llc,world waters llc,world waters llc,world waters llc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,WTR MLN WTR.,World Waters Llc.
worldwide nutritional supplements inc,worldwide nutritional supplements inc,worldwide nutritional supplements inc,worldwide nutritional supplements inc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Bar, chocolate, peanut butter",Worldwide Nutritional Supplements Inc
worldwide sport nutritional supplements incs,worldwide sport nutritional supplements incs,worldwide sport nutritional supplements incs,worldwide sport nutritional supplements incs,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Protein bar,Worldwide Sport Nutritional Supplements Incs
worthingtons,worthingtons,worthingtons,worthingtons,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Creamflow,Worthington's
wortz company,wortz company,wortz company,wortz company,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saltine Crackers,Wortz Company
wostok,wostok,wostok,wostok,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pflaume Kardamom,Wostok
wostok berlin,wostok berlin,wostok berlin,wostok berlin,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Tannenwald,Wostok Berlin
woszczowa,woszczowa,woszczowa,woszczowa,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Włoszczowa Twarog 1KG,Włoszczowa
wow sticks,wow sticks,wow sticks,wow sticks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Turkey Sticks,WOW STICKS
wrap city,wrap city,wrap city,wrap city,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Original kettle potato chips,Wrap City
wrap city potato chip company,wrap city potato chip company,wrap city potato chip company,wrap city potato chip company,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Hand Crafted Kettle Potato Chips Original Salty & Sweet,Wrap City Potato Chip Company
wrights,wrights,wrights,wrights,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Wright's Baking Toffee Cake Mix,Wright's
wrigley,wrigley,wrigley,wrigley,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Czech Republic,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,hubba bubba mega long,"Wrigley, Wrigley's"
wrigley,wrigley,wrigley,wrigley,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Wrigleys spearmint chewing gum sugar free stick rp,"Wrigley, Wrigley's"
wrigley,wrigley,wrigley,wrigley,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Extra Minis Spearmint Chewing Gum,"Wrigley,Mars,Wrigley's"
wrigley,wrigley,wrigley,wrigley,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Candy canes,wrigley
wrigley france,wrigley france,wrigley france,wrigley france,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Skittles fruits,Wrigley France
wrigleys,wrigleys,wrigleys,wrigleys,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Austria,DACH|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Spearmint Chewing Gum,WRIGLEY'S
wrigleys,wrigleys,wrigleys,wrigleys,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Canada,US_CANADA|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Juicy Fruit,Wrigley's
wrigleys,wrigleys,wrigleys,wrigleys,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cool Breeze Chewing Gum Sugar Free Bottle Pieces,Wrigley's
wrigleys doublemint,wrigleys doublemint,wrigleys doublemint,wrigleys doublemint,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Doublemint,Wrigley's Doublemint
wrigleys extra,wrigleys extra,wrigleys extra,wrigleys extra,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Spearmint Flavour,Wrigley's Extra
wtr,wtr,wtr,wtr,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|SOUTHERN_EUROPE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vitamin water recharge,WTR
wtr mel wtr,wtr mel wtr,wtr mel wtr,wtr mel wtr,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Defend Seville Orange,"Wtr Mel Wtr, Wtrmln wtr"
wtrmln,wtrmln,wtrmln,wtrmln,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Strawberry Lemonade,Wtrmln
wtrmln wtr,wtrmln wtr,wtrmln wtr,wtrmln wtr,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cold Pressed Watermelon Blend,WTRMLN WTR
wu chung,wu chung,wu chung,wu chung,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Jelly Banana Flavour,Wu Chung
wunda,wunda,wunda,wunda,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Unsweetened,Wunda
wunda,wunda,wunda,wunda,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Wunda original,Wunda
wunder creamery,wunder creamery,wunder creamery,wunder creamery,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Grass Fed Quark,Wünder Creamery
wunderground,wunderground,wunderground,wunderground,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Brain Wash SuperBoost Cold Brew with Oat Milk,Wunderground
wusu,wusu,wusu,wusu,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Wusu,Wusu
wuyuan high mountain tea co ltd,wuyuan high mountain tea co ltd,wuyuan high mountain tea co ltd,wuyuan high mountain tea co ltd,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,thé vert,Wuyuan high Mountain Tea Co Ltd.
wuzhou king three coins,wuzhou king three coins,wuzhou king three coins,wuzhou king three coins,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Banlangen,Wuzhou King Three Coins
ww,ww,ww,ww,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,flocon d'épeautre avec un enrobage saveur chocolat et des morceaux de chocolat,"WW, Weight Watchers"
ww,ww,ww,ww,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chocolate mousse,"WW, Weight Watchers"
ww foods,ww foods,ww foods,ww foods,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Whipped Reduced Fat Cream Cheese Spread,"WW Foods, Schreiber Foods Inc"
wyborowa,wyborowa,wyborowa,wyborowa,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Wyborowa Vodka,Wyborowa
wycams,wycams,wycams,wycams,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,,Wycam's
wychwood,wychwood,wychwood,wychwood,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Croatia,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Wychwood - Ginger Beard,wychwood
wychwood,wychwood,wychwood,wychwood,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Biere Wychwood Fire Catcher,Wychwood
wychwood brewery,wychwood brewery,wychwood brewery,wychwood brewery,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Croatia,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Hobgoblin Gold Beer,"Wychwood Brewery,Alcafé"
wychwood brewery,wychwood brewery,wychwood brewery,wychwood brewery,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Hobgoblin,Wychwood Brewery
wychwood brewery,wychwood brewery,wychwood brewery,wychwood brewery,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Hobgoblin IPA,Wychwood Brewery
wyke,wyke,wyke,wyke,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,Spain,SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Extra mature Cheddar,Wyke
wyke,wyke,wyke,wyke,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Butter,Wyke
wyke farms,wyke farms,wyke farms,wyke farms,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Mature and Creamy Cheddar Slides,Wyke Farms
wyld,wyld,wyld,wyld,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Los Carb Müsli Früchte,Wyld
wyler,wyler,wyler,wyler,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Water packets,Wyler
wymans,wymans,wymans,wymans,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Fruit First Banana Chocolate Chip Waffles,Wyman's
wyngaard kaas,wyngaard kaas,wyngaard kaas,wyngaard kaas,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Affiné Trüffel,Wyngaard Kaas
x plose,x plose,x plose,x plose,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,X-plose,"X-PLOSE,SAÏDA"
x treme,x treme,x treme,x treme,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Red voltage,X-treme
x2 all natural energy,x2 all natural energy,x2 all natural energy,x2 all natural energy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,X2 All Natural Energy Gives You The Energy To Perform At Your Best While Maintaining A Healthy Lifestyle Every Day. X2 Gives You The Same Kick As Other Energy Drinks With No Artificial Ingredients.,X2 All Natural Energy
xavier,xavier,xavier,xavier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Mocktail sparkling juice,Xavier
xavier,xavier,xavier,xavier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Camembert au lait cru,XAVIER
xbyx,xbyx,xbyx,xbyx,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Germany,DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Energie 1 Protein Shake,XbyX
xcell international corp,xcell international corp,xcell international corp,xcell international corp,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Wyler's, Soft Drink Mix, Tropical Punch",Xcell International Corp
xcore,xcore,xcore,xcore,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Whey hydro isolate,Xcore
xcore,xcore,xcore,xcore,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Xtracore,Xcore
xdurance,xdurance,xdurance,xdurance,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Marshmallow,Xdurance
xetabel,xetabel,xetabel,xetabel,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,,Xetabel
xetabel,xetabel,xetabel,xetabel,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Weichkäse aus Schafmilch,Xetabel
xiang hui,xiang hui,xiang hui,xiang hui,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,18 CEREAL & OAT POWDER,Xiang Hui
xiang piapiao,xiang piapiao,xiang piapiao,xiang piapiao,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,,Xiang PiaPiao
xiange,xiange,xiange,xiange,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Spicy Little Crisp,Xiange
xinhuachun,xinhuachun,xinhuachun,xinhuachun,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,汾酒,"杏花村, xinhuachun"
xinomavro,xinomavro,xinomavro,xinomavro,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Xinomavro,Xinomavro
xixo,xixo,xixo,xixo,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Bulgaria,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,xixo ice tea strawberry,Xixo
xixo,xixo,xixo,xixo,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Xixo Ice Tea Őszibarackos fekete tea,Xixo
xl,xl,xl,xl,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,XL energy drink,XL
xoc and chic,xoc and chic,xoc and chic,xoc and chic,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Edible chocolate candle,xoc & chic
xoc and chic,xoc and chic,xoc and chic,xoc and chic,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Edible chocolate candle,xoc & chic
xovial,xovial,xovial,xovial,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vino do rias baixas xovial blanco albariño,Xovial
xox,xox,xox,xox,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,XOX Schweine Krusten,XOX
xox geback gmbh,xox geback gmbh,xox geback gmbh,xox geback gmbh,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Kartoffel chips paprika,XOX Gebäck GmbH
xox snack,xox snack,xox snack,xox snack,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cracker sésame,XOX snack
xox snack,xox snack,xox snack,xox snack,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Party-Mix Paprika-Style,XOX Snack
xs,xs,xs,xs,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Sriracha Lime Protein Crisps,XS
xtra,xtra,xtra,xtra,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vingummi,Xtra
xucker,xucker,xucker,xucker,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Austria,DACH|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Schoko Drops,Xucker
xucker,xucker,xucker,xucker,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pure vegane,Xucker
xuxu,xuxu,xuxu,xuxu,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Likier Xuxu Trusk 15% 700ML Domain Menada,xuxu
xxl nutrition,xxl nutrition,xxl nutrition,xxl nutrition,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pre workout Shot Cola flavor,Xxl Nutrition
xxl nutrition,xxl nutrition,xxl nutrition,xxl nutrition,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Protein Wafer Milk Chocolate,XXL Nutrition
xxl nutrition,xxl nutrition,xxl nutrition,xxl nutrition,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Protein Bar,XXL Nutrition
xxl nutritional,xxl nutritional,xxl nutritional,xxl nutritional,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Flocons d’avoine,Xxl nutrițional
xylichew,xylichew,xylichew,xylichew,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Spearmint Chewing Gum,Xylichew
xylitlife,xylitlife,xylitlife,xylitlife,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chewing Gum Spearmint,XylitLife
xyloburst,xyloburst,xyloburst,xyloburst,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chewing Gum - Bubble Gum,XyloBurst
y,y,y,y,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Goyave,Y
y and co,y and co,y and co,y and co,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Berry Riot 2018 Red Wine Blend,Y & CO
