review_decision,review_note,normalized_brand,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,company_mapping_would_change,product_count,example_product_names,example_off_brands_raw
,,marco polo,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Marco polo, strawberry candy",Marco Polo
,,marcodis,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Jus de citron de Sicile,"Marcodis, Sans marque"
,,marcolini,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Plaisir five o'clock,marcolini
,,marcona,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Nougat tendre aux amandes,Marcona
,,marcs,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,1% LowFat Milk,Marc’s
,,mardinni,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Dubai style Chocolate,Mardinni
,,maredsous,dairies,Belgium,BENELUX|FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Fromage fondu au Jambon,Maredsous
,,marees and marais,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Faisselle de chèvre,Marées & marais
,,mareke,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Honey Gouda,Mareke
,,mareli,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Plantain Chips Sweet Maduro,Mareli
,,maresi,dairies,Austria,DACH|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Lapte condensat pentru cafea,Maresi
,,maresi,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Vienna Ice Coffee,Maresi
,,marestel,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Roussette de Savoir,Marestel
,,maretti,snacks,Australia,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bruschette chips,Maretti
,,maretti,snacks,Bulgaria,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,bruschette chips,Maretti
,,maretti,snacks,Bulgaria,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bruschette Chips Spinach & cheese,Maretti
,,maretti,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Mediterranean vegetables italian style bruschette chips, mediterranean vegetables",Maretti
,,maretti,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Bruschette Chips,Maretti
,,margaretaville,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Silver tequila,Margaretaville
,,margarita,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,De todito,Margarita
,,margaritaville,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Piña colada Drink Mix,Margaritaville
,,margaux,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Gateau Basque,Margaux
,,margot,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Le Gruyère Fromage à pâte dure au lait cru,Margot
,,marguerite,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sainte Marguerite,"Marguerite, Sainte marguerite"
,,marguerite du pre,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Yaourt Glacé Nature Sucré Bio,Marguerite Du Pré
,,marhaba gold,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,THE AU JASMIN,Marhaba Gold
,,marhoum,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mahroum Baklava,Marhoum
,,maria batata,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Maria batata,Maria Batata
,,maria batata,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Batata doce frita,Maria Batata
,,maria dolores,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chili Tortilla Chips Mais Jaune,Maria Dolores
,,mariacron,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mariacron,Mariacron
,,mariage frere,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Jasmin mandarin,Mariage Frère
,,mariage freres,beverages,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Thé français,Mariage Frères
,,mariage freres,beverages,Canada,US_CANADA|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"The vert ""Marco polo""",Mariage Frères
,,mariage freres,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Green Tea - 88th Night Tea,Mariage Frères
,,mariani,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Premium banana chips, banana",Mariani
,,mariani packing co inc,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Mariani, Premium Sea Salt Caramel Raisins",Mariani Packing Co. Inc.
,,marianne graines,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Marianne graines,Marianne Graines
,,maribel,dairies,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Cashew Butter,Maribel
,,maribel,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Patatas fritas,Maribel
,,marie,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Orzotto crémeux, Pesto rosso, Fromage de brebis",Marie
,,marie alice,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sablé créole Gingembre,Marie Alice
,,marie brazier,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mint's Peppermint,Marie Brazier
,,marie brizard,beverages,Australia,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Liqueur Curaçao bleu,Marie Brizard
,,marie callendars,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Frozen pie dessert,Marie Callendar's
,,marie callenders,snacks,Australia,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"MARIE CALLENDERS Lemon Meringue Pie, 39 OZ",Marie Callenders
,,marie demazet,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Stimul,Marie Demazet
,,marie dolin,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sirop de Menthe,Marie Dolin
,,marie dupin,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Marie Dupin,Marie Dupin
,,marie morin,dairies,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Mousse au chocolat à l'ancienne,Marie Morin
,,marie morin,snacks,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Crumble aux pommes caramélisées,Marie Morin
,,marie stuart,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Champagne,Marie Stuart
,,mariebelle new york,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Caramelized Almond Chocolate Bark,Mariebelle New York
,,marietta,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,1987 Sonoma County Zinfandel,Marietta
,,marietta cellars,beverages,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sonoma County 1987 Zinfandel,Marietta Cellars
,,marikel,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Munster,Marikel
,,marillat,dairies,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Brie Marillat,Marillat
,,marilyns,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Gluten Free Gourmet Cheese Straws,Marilyn's
,,marilyns,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Gourmet Grahams,Marilyn's
,,marin french cheese co,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Petite Breakfast Fresh Brie,Marin French Cheese Co.
,,marina,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Kokosmilch,Marina
,,marinela,snacks,France,FRANCE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,Butter Crumbs,Marinela
,,mariner,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Organic Flatbread Crackers Sea Salt Multigrain,"Mariner, Mariner Biscuit Company"
,,marinette,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Biscuit,Marinette
,,marini,snacks,Switzerland,DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Amaretto,Marini
,,marino,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Stilles Mineralwasser,Marino
,,mario,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,3 œufs en chocolat au lait,Mario
,,marions kitchen,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Premium Coconut Milk,Marion's Kitchen
,,mariquitas,snacks,Spain,SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Plantain Chips,Mariquitas
,,mariquitas,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Plantain Chips,Mariquitas
,,mariquitas classic,snacks,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Plantain Chips,Mariquitas Classic
,,maritoni,snacks,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,,Maritoñi
,,marius and manon,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Jus de pruneau,Marius & Manon
,,mariwa mercantile,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Mariwa mercantile, meridian herbal trim tea",Mariwa Mercantile
,,marjane,cereals,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,céréales fourrés,Marjane
,,marjane,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,marjane,Marjane
,,marjo,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Chuches Golosinas,Marjo
,,mark and spence,cereals,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Coconut & Cocoa Nib Porridge,mark & Spence
,,mark and spencer,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Low alcohol 0.5% Spiced berry and hibiscus cocktail,"Mark & Spencer, Marks & Spencer"
,,mark and spencer food,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Plant kitchen Avocado & Pineapple smoothie,Mark & Spencer food
,,marka hellas,dairies,Germany,DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Halloumi,Marka Hellas
,,markal,cereals,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Flocons de Seigle,Markal
,,markal bio,cereals,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Muesli croustillant chocolat,MARKAL BIO
,,market 32,dairies,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Grated Parmesan cheese,Market 32
,,market basket,dairies,France,FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Crumbled goat cheese,Market Basket
,,market o,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Brownie,Market O
,,market pantry,beverages,France,FRANCE,Manual review / complex ownership,Manual review / complex ownership,manual_review,False,1,100% Juice Orange,Market Pantry
,,market place,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Just Natural Japanese Rice Crackers,Market Place
,,market selections,cereals,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,"Market selections, granola with oats & honey",Market Selections
,,market solutions group llc,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Organic Lactation Smoothie,Market Solutions Group Llc
,,market solutions group llc,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Carrot tiny wafers,Market Solutions Group Llc
,,market square,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Sugar Free Waffers,Market Square
,,market square food company inc,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Animal Crackrs,Market Square Food Company Inc
,,market32,cereals,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,False,1,Old-fashioned rolled oats,Market32
